"","NUMPC","TVCOLOR","INTRR","MONEYPY","TVRR","FUELRR","TOTSQFT","NHSLDMEM"
"6704",1,2,1,24,3,"Natural Gas",4356,2
"6705",1,3,1,16,4,"Natural Gas",1400,2
"6706",0,2,NA,22,2,"Natural Gas",1950,6
"6707",1,2,1,24,2,"Electricity",2400,3
"6708",2,3,1,23,2,"Electricity",1522,2
"6709",1,3,1,12,2,"Fuel Oil",2080,1
"6710",2,1,1,16,2,"Natural Gas",592,1
"6711",1,3,1,24,3,"Natural Gas",5727,3
"6712",1,1,0,4,5,"Natural Gas",694,1
"6713",1,3,1,12,5,"Electricity",2177,3
"6714",1,1,1,24,2,"Natural Gas",592,1
"6715",0,1,NA,3,1,"Natural Gas",2970,1
"6716",1,2,1,6,3,"Natural Gas",1280,3
"6717",0,3,NA,12,2,"Natural Gas",2627,1
"6718",2,2,1,11,3,"Natural Gas",2903,3
"6719",0,3,NA,8,3,"Natural Gas",920,3
"6720",1,1,1,13,2,"Electricity",653,4
"6721",1,2,1,1,3,"Natural Gas",3240,2
"6722",1,2,1,24,3,"Natural Gas",4896,2
"6723",1,3,1,11,4,"Electricity",1564,2
"6724",1,2,1,18,3,"Electricity",2220,3
"6725",2,2,1,20,3,"Electricity",3969,4
"6726",3,4,1,23,2,"Fuel Oil",3850,5
"6727",2,2,1,21,5,"Electricity",3891,2
"6728",2,2,1,12,3,"Natural Gas",4075,2
"6729",3,2,1,10,5,"Electricity",1920,4
"6730",3,2,1,11,2,"Electricity",2208,2
"6731",2,4,1,9,3,"Electricity",2460,4
"6732",2,5,1,8,5,"Electricity",2100,4
"6733",2,1,1,11,2,"Natural Gas",3860,2
"6734",3,3,1,24,3,"Electricity",4712,4
"6735",7,2,1,24,2,"Electricity",3681,4
"6736",1,1,1,24,3,"Natural Gas",3403,2
"6737",2,4,1,24,2,"Natural Gas",3384,2
"6738",3,3,1,8,2,"Natural Gas",1200,6
"6739",1,1,1,8,2,"Electricity",1798,1
"6740",3,1,1,24,3,"Natural Gas",2448,4
"6741",1,5,1,23,3,"Electricity",4634,4
"6742",2,3,1,14,5,"Electricity",3116,2
"6743",2,3,1,22,3,"Fuel Oil",2000,5
"6744",4,5,1,24,2,"Natural Gas",5781,4
"6745",1,1,1,15,1,"Natural Gas",1281,1
"6746",1,4,1,16,5,"Electricity",1380,2
"6747",0,1,NA,3,3,"Fuel Oil",338,1
"6748",1,4,1,11,2,"Electricity",1344,4
"6749",1,2,1,18,5,"Electricity",3840,4
"6750",2,4,0,24,2,"Natural Gas",2800,2
"6751",0,2,NA,6,5,"Natural Gas",2134,1
"6752",1,1,1,17,1,"Natural Gas",2295,2
"6753",1,2,1,17,2,"Propane",3668,5
"6754",2,2,1,7,5,"Natural Gas",1190,4
"6755",0,2,NA,3,3,"Natural Gas",606,3
"6756",3,2,1,11,5,"Electricity",1100,5
"6757",2,3,1,11,2,"Natural Gas",4060,3
"6758",2,2,1,22,3,"Natural Gas",2179,2
"6759",2,3,1,24,4,"Electricity",2810,2
"6760",1,2,0,14,3,"Natural Gas",1147,5
"6761",3,1,1,20,2,"Natural Gas",1932,2
"6762",1,3,1,14,5,"Natural Gas",2183,2
"6763",0,2,NA,10,1,"Electricity",960,1
"6764",1,3,1,24,3,"Natural Gas",1920,3
"6765",2,5,1,8,4,"Electricity",3860,2
"6766",3,4,1,24,2,"Fuel Oil",3196,4
"6767",3,2,1,1,5,"Natural Gas",2400,3
"6768",2,2,1,7,5,"Electricity",1550,3
"6769",1,2,1,23,2,"Natural Gas",2013,3
"6770",1,1,1,13,4,"Electricity",3489,2
"6771",0,2,NA,1,5,"Natural Gas",1680,1
"6772",0,2,NA,13,3,"Natural Gas",2914,2
"6773",1,1,1,5,2,"Natural Gas",620,1
"6774",1,4,0,6,2,"Natural Gas",1372,3
"6775",1,4,1,8,3,"Electricity",1748,3
"6776",3,6,1,10,4,"Electricity",2379,4
"6777",2,6,1,24,3,"Natural Gas",3844,3
"6778",1,2,1,8,3,"Electricity",1837,1
"6779",1,5,1,22,3,"Natural Gas",2678,5
"6780",0,2,NA,16,4,"Fuel Oil",4270,2
"6781",1,6,1,20,2,"Natural Gas",2800,4
"6782",2,2,1,18,2,"Natural Gas",1250,4
"6783",1,3,1,6,5,"Electricity",672,3
"6784",1,2,1,12,4,"Natural Gas",1086,1
"6785",1,1,0,24,2,"Natural Gas",1843,3
"6786",2,4,1,12,4,"Electricity",1876,5
"6787",2,4,1,13,3,"Natural Gas",3532,2
"6788",5,1,1,13,4,"Natural Gas",2694,3
"6789",0,2,NA,5,4,"Natural Gas",2110,1
"6790",0,1,NA,14,4,"Electricity",1440,3
"6791",1,1,1,8,2,"Natural Gas",888,3
"6792",1,1,1,9,2,"Natural Gas",2057,2
"6793",3,6,1,23,3,"Natural Gas",3560,4
"6794",2,2,1,11,3,"Electricity",1680,5
"6795",2,4,1,17,3,"Electricity",1573,5
"6796",2,4,1,23,5,"Fuel Oil",1181,1
"6797",1,2,1,11,3,"Natural Gas",3108,2
"6798",2,8,1,15,4,"Natural Gas",4431,6
"6799",0,2,NA,11,4,"Natural Gas",1860,3
"6800",1,3,1,24,2,"Fuel Oil",3910,3
"6801",1,1,1,10,2,"Natural Gas",665,1
"6802",2,2,1,24,3,"Natural Gas",1637,4
"6803",2,3,1,21,3,"Electricity",3768,3
"6804",2,4,1,24,5,"Electricity",2282,4
"6805",1,2,1,8,3,"Electricity",3016,1
"6806",2,6,1,24,2,"Electricity",2347,6
"6807",0,2,NA,9,3,"Electricity",552,1
"6808",3,3,1,24,2,"Fuel Oil",5052,3
"6809",0,2,NA,9,2,"Natural Gas",458,1
"6810",1,3,1,13,3,"Electricity",887,1
"6811",1,2,0,8,3,"Electricity",1216,1
"6812",1,2,1,5,4,"Electricity",1936,3
"6813",3,1,1,13,1,"Natural Gas",2214,6
"6814",0,2,NA,21,1,"Natural Gas",598,3
"6815",0,2,NA,7,3,"Electricity",1240,1
"6816",3,2,1,6,4,"Electricity",742,2
"6817",2,2,1,24,1,"Natural Gas",4864,2
"6818",3,3,1,11,2,"Fuel Oil",4731,3
"6819",2,2,1,24,2,"Kerosene",1700,2
"6820",2,2,1,24,3,"Natural Gas",5548,5
"6821",0,2,NA,15,3,"Natural Gas",1998,2
"6822",2,2,1,9,4,"Electricity",1296,3
"6823",2,4,1,1,3,"Electricity",2830,2
"6824",0,2,NA,10,4,"Natural Gas",1923,2
"6825",1,3,1,24,3,"Natural Gas",2380,3
"6826",2,1,1,6,2,"Electricity",795,5
"6827",1,1,1,17,3,"Natural Gas",2076,1
"6828",1,2,1,13,3,"Natural Gas",1361,4
"6829",0,2,NA,6,2,"Electricity",360,4
"6830",2,2,1,2,2,"Natural Gas",540,2
"6831",1,2,1,6,5,"Natural Gas",1624,2
"6832",0,2,NA,10,3,NA,1064,2
"6833",1,1,1,11,2,"Electricity",3460,2
"6834",0,1,NA,3,2,"Electricity",2254,2
"6835",2,2,1,24,2,"Natural Gas",1813,5
"6836",1,2,0,13,1,"Natural Gas",642,3
"6837",1,0,1,6,NA,"Electricity",967,1
"6838",1,3,1,14,3,"Electricity",1066,2
"6839",4,6,1,24,4,"Natural Gas",4104,4
"6840",1,3,0,3,5,"Electricity",2324,1
"6841",2,1,1,22,2,"Natural Gas",3666,6
"6842",0,2,NA,6,3,"Natural Gas",1000,1
"6843",0,0,NA,7,NA,NA,782,2
"6844",1,1,1,7,2,"Natural Gas",3300,5
"6845",2,4,1,24,3,"Natural Gas",3520,2
"6846",2,3,1,20,4,"Fuel Oil",3784,3
"6847",2,5,1,11,4,"Natural Gas",2268,4
"6848",1,5,1,8,3,"Electricity",1911,2
"6849",1,7,1,23,2,"Electricity",5688,4
"6850",0,2,NA,7,2,"Natural Gas",3375,1
"6851",3,2,1,19,3,"Natural Gas",2923,2
"6852",1,1,1,2,2,NA,433,1
"6853",2,4,1,3,4,"Natural Gas",2903,6
"6854",1,3,1,2,5,"Natural Gas",1450,1
"6855",1,4,1,8,4,"Electricity",3177,1
"6856",1,4,0,12,3,"Electricity",3360,5
"6857",3,2,1,24,4,"Natural Gas",2994,6
"6858",1,6,1,11,3,"Natural Gas",3440,2
"6859",6,5,1,14,4,"Natural Gas",3462,3
"6860",1,2,1,24,5,"Electricity",2464,6
"6861",2,3,1,12,2,"Natural Gas",3782,2
"6862",2,1,1,11,2,"Natural Gas",1836,1
"6863",1,2,0,15,3,"Natural Gas",1470,1
"6864",1,4,1,1,5,"Natural Gas",1008,4
"6865",2,4,1,16,2,"Electricity",2460,2
"6866",0,2,NA,4,3,"Electricity",619,1
"6867",1,3,1,13,3,"Electricity",471,4
"6868",2,3,1,24,3,"Propane",1913,3
"6869",1,3,1,10,5,"Electricity",858,3
"6870",4,2,1,24,2,"Electricity",2511,5
"6871",1,2,1,17,2,"Electricity",2312,4
"6872",2,2,1,15,3,"Electricity",1064,2
"6873",3,1,1,14,3,"Electricity",1630,4
"6874",0,1,NA,19,2,"Electricity",784,1
"6875",0,2,NA,12,4,"Electricity",695,2
"6876",3,1,1,24,1,"Natural Gas",4329,4
"6877",4,8,1,23,2,"Electricity",5320,6
"6878",0,1,NA,5,2,"Natural Gas",1200,1
"6879",2,2,1,24,3,"Natural Gas",3960,4
"6880",2,3,1,20,3,"Wood",4245,4
"6881",1,2,1,17,3,"Natural Gas",1724,2
"6882",1,1,1,6,2,"Electricity",600,2
"6883",2,2,1,9,4,"Natural Gas",1250,3
"6884",1,1,1,6,2,"Electricity",1170,4
"6885",3,3,1,15,3,"Natural Gas",2984,3
"6886",2,5,1,23,2,"Natural Gas",3076,4
"6887",0,2,NA,5,2,"Natural Gas",834,1
"6888",2,3,1,14,4,"Natural Gas",1296,3
"6889",1,3,1,13,3,"Natural Gas",1078,6
"6890",1,1,1,12,3,"Natural Gas",1421,1
"6891",3,4,1,14,4,"Electricity",2579,3
"6892",1,2,1,14,3,"Natural Gas",1558,2
"6893",3,0,1,3,NA,"Natural Gas",1660,3
"6894",1,3,1,17,3,"Natural Gas",1581,1
"6895",1,2,1,5,3,"Natural Gas",650,1
"6896",1,1,1,9,2,"Electricity",435,1
"6897",1,3,1,15,4,"Propane",5145,2
"6898",1,2,1,11,4,"Electricity",1716,1
"6899",2,3,1,24,2,"Electricity",1152,2
"6900",1,3,0,24,3,"Propane",2527,2
"6901",0,1,NA,12,3,"Natural Gas",1440,3
"6902",2,3,1,14,2,"Natural Gas",1456,2
"6903",2,2,1,11,3,"Natural Gas",980,2
"6904",2,2,1,11,5,"Electricity",1960,3
"6905",0,2,NA,8,5,"Natural Gas",1173,2
"6906",1,6,1,24,4,"Natural Gas",4179,6
"6907",1,2,1,7,3,"Natural Gas",536,2
"6908",0,2,NA,3,4,"Electricity",624,1
"6909",2,2,0,18,4,"Natural Gas",1872,2
"6910",1,1,1,6,2,"Natural Gas",908,1
"6911",1,1,1,16,1,"Electricity",1232,2
"6912",0,4,NA,7,4,"Natural Gas",2499,2
"6913",1,3,1,20,4,"Electricity",5412,1
"6914",0,2,NA,8,2,"Natural Gas",850,4
"6915",1,3,0,18,4,"Natural Gas",2085,3
"6916",0,3,NA,5,3,"Natural Gas",736,5
"6917",3,3,1,23,4,"Natural Gas",2365,3
"6918",0,2,NA,1,4,"Natural Gas",1271,2
"6919",2,2,1,15,3,"Propane",3020,2
"6920",0,4,NA,7,5,"Propane",2079,2
"6921",3,3,1,15,4,"Electricity",1587,1
"6922",1,2,1,7,5,"Electricity",1568,1
"6923",2,2,1,24,2,"Natural Gas",3840,2
"6924",1,3,1,11,5,"Electricity",2652,2
"6925",0,3,NA,1,5,"Electricity",564,3
"6926",1,0,1,5,NA,"Natural Gas",528,1
"6927",1,1,1,8,4,"Natural Gas",3306,3
"6928",0,0,NA,5,NA,"Electricity",420,1
"6929",1,2,1,8,1,"Electricity",1929,2
"6930",0,1,NA,9,3,"Electricity",1520,2
"6931",1,5,0,23,4,"Fuel Oil",7986,3
"6932",1,3,1,21,4,"Fuel Oil",2184,3
"6933",0,3,NA,15,4,"Electricity",3565,11
"6934",1,2,1,8,5,"Natural Gas",858,1
"6935",4,1,1,12,1,"Natural Gas",2067,2
"6936",2,1,1,23,2,"Electricity",1075,2
"6937",1,2,1,8,2,"Electricity",564,1
"6938",1,1,1,16,1,"Natural Gas",1023,2
"6939",1,2,1,16,3,"Electricity",3131,2
"6940",1,2,1,18,2,"Electricity",4032,1
"6941",1,2,1,3,4,"Natural Gas",741,2
"6942",1,1,1,12,2,"Electricity",1232,1
"6943",2,1,1,7,2,"Electricity",1440,6
"6944",2,4,1,23,5,"Electricity",3238,4
"6945",1,3,1,8,2,"Natural Gas",3480,2
"6946",0,3,NA,5,3,"Natural Gas",926,6
"6947",1,4,0,9,3,"Natural Gas",3105,1
"6948",2,2,1,11,2,"Electricity",3252,6
"6949",1,3,1,24,3,"Natural Gas",4740,5
"6950",2,4,1,12,3,"Natural Gas",2452,2
"6951",1,4,1,12,4,"Electricity",2275,2
"6952",0,1,NA,5,5,"Electricity",528,2
"6953",0,4,NA,1,5,"Natural Gas",1232,1
"6954",1,0,1,9,NA,"Natural Gas",1404,2
"6955",2,5,1,13,3,"Natural Gas",3830,2
"6956",1,1,1,1,3,"Natural Gas",774,1
"6957",4,1,1,24,3,"Electricity",2688,3
"6958",2,3,1,22,3,"Electricity",1296,2
"6959",1,3,1,9,4,"Natural Gas",1719,2
"6960",2,1,1,7,4,"Natural Gas",2622,2
"6961",1,5,1,13,5,"Electricity",2240,7
"6962",1,1,1,6,4,"Electricity",1158,3
"6963",1,2,1,12,3,"Electricity",1487,2
"6964",2,2,1,6,5,"Natural Gas",3068,1
"6965",1,2,1,5,3,"Natural Gas",1003,1
"6966",1,1,1,1,3,"Electricity",461,2
"6967",2,4,1,24,3,"Electricity",2184,4
"6968",2,3,1,13,5,"Natural Gas",1114,5
"6969",3,2,1,24,4,"Natural Gas",3074,2
"6970",2,2,1,23,3,"Natural Gas",2544,2
"6971",4,5,1,24,2,"Natural Gas",8418,4
"6972",1,5,1,24,2,"Natural Gas",2783,4
"6973",2,5,1,24,4,"Natural Gas",2190,3
"6974",1,2,1,12,3,"Natural Gas",2549,2
"6975",1,4,0,24,2,"Propane",6043,2
"6976",3,3,1,20,3,"Fuel Oil",623,3
"6977",1,3,1,15,3,"Natural Gas",2610,4
"6978",0,2,NA,7,5,"Natural Gas",1227,4
"6979",3,2,1,11,1,"Electricity",1344,1
"6980",6,2,1,15,3,"Natural Gas",1428,2
"6981",1,3,1,14,2,"Natural Gas",1549,3
"6982",2,5,1,12,4,"Natural Gas",1598,2
"6983",6,4,1,24,2,"Electricity",4039,5
"6984",1,4,1,14,5,"Natural Gas",1250,3
"6985",3,2,1,24,2,"Natural Gas",3260,3
"6986",2,2,1,23,2,"Natural Gas",5200,4
"6987",3,4,1,24,1,"Electricity",1782,3
"6988",1,2,1,17,3,"Natural Gas",1540,2
"6989",0,0,NA,1,NA,"Fuel Oil",2523,1
"6990",2,5,1,24,5,"Electricity",3750,1
"6991",1,4,1,12,3,"Natural Gas",3141,2
"6992",2,2,1,24,4,"Fuel Oil",726,1
"6993",1,2,1,14,2,"Electricity",2192,2
"6994",2,4,1,11,3,"Natural Gas",2982,3
"6995",0,1,NA,4,3,"Natural Gas",398,1
"6996",1,1,1,11,1,"Natural Gas",3365,1
"6997",2,0,1,12,NA,"Natural Gas",425,1
"6998",1,2,1,6,4,"Natural Gas",1309,1
"6999",1,3,1,10,2,"Electricity",1654,2
"7000",3,1,1,8,3,"Electricity",1600,3
"7001",0,3,NA,5,5,"Electricity",840,7
"7002",1,2,1,15,3,"Electricity",2577,2
"7003",1,4,1,7,5,"Electricity",3757,6
"7004",2,4,1,11,5,"Electricity",1889,2
"7005",1,1,1,4,3,"Electricity",1115,4
"7006",1,2,1,9,4,"Natural Gas",817,2
"7007",1,3,1,17,2,"Electricity",892,4
"7008",0,2,NA,8,4,"Natural Gas",1400,2
"7009",1,2,1,6,5,"Electricity",1140,3
"7010",1,4,0,5,2,"Natural Gas",1272,4
"7011",0,1,NA,1,4,"Electricity",2014,3
"7012",3,3,1,24,3,"Electricity",4019,3
"7013",0,1,NA,6,3,"Natural Gas",3054,1
"7014",3,2,1,12,4,"Electricity",1763,2
"7015",1,1,1,12,4,"Natural Gas",621,1
"7016",4,2,1,15,3,"Electricity",1665,3
"7017",4,3,1,23,3,"Electricity",2257,3
"7018",5,4,1,17,3,"Natural Gas",3432,3
"7019",3,4,1,13,3,"Natural Gas",2700,4
"7020",0,3,NA,8,4,"Natural Gas",1134,2
"7021",0,3,NA,10,2,"Natural Gas",1950,1
"7022",1,2,0,5,4,"Natural Gas",621,1
"7023",1,3,1,18,3,"Electricity",2600,2
"7024",2,3,1,16,4,"Natural Gas",4133,2
"7025",2,1,1,24,1,"Natural Gas",1512,2
"7026",1,5,1,9,4,"Natural Gas",1200,3
"7027",0,2,NA,10,3,"Natural Gas",898,1
"7028",0,1,NA,5,3,"Natural Gas",617,1
"7029",2,2,1,13,3,"Natural Gas",741,1
"7030",0,1,NA,8,2,"Natural Gas",1004,1
"7031",1,2,0,6,4,"Electricity",1008,2
"7032",2,3,1,5,4,"Natural Gas",1518,4
"7033",2,1,1,13,3,"Electricity",1567,1
"7034",0,1,NA,6,5,"Natural Gas",6142,1
"7035",1,3,1,6,3,"Electricity",3504,1
"7036",3,2,1,17,2,"Natural Gas",1550,2
"7037",4,2,1,13,4,"Electricity",2640,1
"7038",2,3,1,15,5,"Propane",1645,5
"7039",2,3,1,24,3,"Natural Gas",4768,3
"7040",0,2,NA,8,2,"Electricity",637,2
"7041",2,5,1,7,3,"Natural Gas",2970,1
"7042",1,3,0,13,3,"Natural Gas",1110,9
"7043",1,4,1,22,3,"Electricity",2280,5
"7044",1,2,1,20,3,"Natural Gas",860,4
"7045",2,2,1,21,5,"Propane",3767,4
"7046",0,1,NA,16,3,"Electricity",1857,2
"7047",0,1,NA,8,2,"Natural Gas",2714,1
"7048",3,1,1,23,4,"Natural Gas",4266,2
"7049",4,5,1,24,2,"Natural Gas",7153,4
"7050",0,3,NA,6,4,"Electricity",1080,2
"7051",0,1,NA,7,3,"Electricity",1316,4
"7052",1,3,1,11,3,"Natural Gas",3076,1
"7053",0,1,NA,7,3,"Electricity",5200,1
"7054",0,3,NA,6,4,"Natural Gas",960,1
"7055",1,4,1,9,2,"Electricity",2904,4
"7056",2,0,1,17,NA,"Electricity",788,2
"7057",0,3,NA,14,2,"Natural Gas",1932,9
"7058",0,2,NA,15,3,"Electricity",1323,1
"7059",1,1,1,7,3,"Electricity",2462,2
"7060",1,2,1,17,2,"Natural Gas",2290,1
"7061",0,2,NA,16,3,"Electricity",1921,2
"7062",1,3,1,8,3,"Natural Gas",1026,1
"7063",3,3,1,12,5,"Electricity",5760,6
"7064",1,1,1,9,2,"Electricity",3344,2
"7065",0,2,NA,4,5,"Natural Gas",1632,1
"7066",2,3,1,16,2,"Electricity",2208,4
"7067",1,2,1,11,2,"Natural Gas",3476,2
"7068",2,3,1,13,3,"Electricity",5252,2
"7069",0,2,NA,10,4,"Electricity",1728,2
"7070",3,2,1,23,3,"Electricity",2501,3
"7071",2,3,1,1,4,"Natural Gas",618,2
"7072",1,0,1,1,NA,"Natural Gas",425,1
"7073",2,3,1,8,4,"Natural Gas",1616,2
"7074",1,2,1,12,1,"Natural Gas",3827,1
"7075",1,2,1,12,4,"Natural Gas",3583,2
"7076",0,4,NA,1,4,"Electricity",1728,2
"7077",3,2,1,21,1,"Natural Gas",3000,2
"7078",2,4,1,9,5,"Electricity",5280,2
"7079",1,3,1,4,4,"Electricity",885,3
"7080",1,2,1,8,3,"Natural Gas",2758,5
"7081",0,2,NA,6,3,"Electricity",784,5
"7082",3,2,1,24,1,"Electricity",1598,1
"7083",4,1,1,15,3,"Natural Gas",1488,3
"7084",1,3,0,8,4,"Natural Gas",1271,6
"7085",2,3,1,24,3,"Electricity",2401,2
"7086",2,4,1,13,2,"Electricity",4032,4
"7087",0,3,NA,1,5,"Natural Gas",983,1
"7088",0,2,NA,4,4,"Natural Gas",860,2
"7089",2,2,1,23,3,"Electricity",4534,2
"7090",1,3,0,8,3,"Natural Gas",1225,3
"7091",1,1,1,10,3,"Electricity",1256,2
"7092",1,2,1,13,4,"Electricity",872,2
"7093",2,5,1,14,4,"Natural Gas",1800,1
"7094",0,3,NA,24,4,"Natural Gas",930,1
"7095",1,3,1,18,3,"Electricity",1233,2
"7096",0,3,NA,7,4,"Electricity",3960,2
"7097",6,3,1,14,2,"Natural Gas",3600,3
"7098",2,2,1,9,4,"Electricity",750,1
"7099",1,1,1,12,3,"Electricity",2479,3
"7100",2,2,1,19,2,"Natural Gas",1473,2
"7101",1,2,1,5,5,"Natural Gas",630,1
"7102",0,1,NA,6,4,"Natural Gas",2790,1
"7103",1,1,1,16,3,"Natural Gas",806,1
"7104",3,1,1,7,2,"Natural Gas",512,5
"7105",3,2,1,16,4,"Electricity",2303,5
"7106",3,5,0,9,3,"Natural Gas",3299,2
"7107",0,2,NA,24,2,"Natural Gas",2059,1
"7108",3,1,1,8,3,"Electricity",888,2
"7109",1,2,1,5,3,"Natural Gas",1850,5
"7110",2,2,1,23,2,"Fuel Oil",3055,4
"7111",1,4,1,10,3,"Natural Gas",1500,2
"7112",0,1,NA,6,2,"Electricity",2520,1
"7113",0,2,NA,24,2,"Natural Gas",600,2
"7114",1,2,1,21,3,"Electricity",2256,4
"7115",0,2,NA,5,4,"Natural Gas",840,3
"7116",2,1,1,20,2,"Electricity",1624,2
"7117",2,2,1,5,2,"Electricity",1308,5
"7118",1,3,1,23,3,"Natural Gas",2046,2
"7119",1,2,1,9,2,"Natural Gas",3432,2
"7120",0,3,NA,11,2,"Natural Gas",2525,5
"7121",2,4,0,10,5,"Propane",1064,4
"7122",1,1,1,10,3,"Natural Gas",1230,1
"7123",2,2,1,19,3,"Natural Gas",1812,2
"7124",1,1,1,21,2,"Electricity",642,1
"7125",1,3,1,9,4,"Electricity",2100,2
"7126",1,2,1,9,4,"Electricity",1303,3
"7127",2,5,1,7,5,"Electricity",1704,5
"7128",1,3,1,8,3,"Natural Gas",782,2
"7129",2,3,1,6,3,"Natural Gas",2115,5
"7130",1,5,1,15,4,"Electricity",2110,4
"7131",4,4,1,24,4,"Electricity",5650,5
"7132",1,1,1,10,2,"Electricity",840,2
"7133",1,3,1,24,3,"Propane",2491,2
"7134",3,4,1,1,3,"Natural Gas",4092,3
"7135",0,1,NA,5,5,"Electricity",910,1
"7136",1,1,1,10,3,"Natural Gas",1946,1
"7137",3,5,1,21,3,"Natural Gas",3092,2
"7138",0,3,NA,1,5,"Electricity",829,2
"7139",1,1,1,1,5,"Electricity",780,1
"7140",2,1,1,21,3,"Natural Gas",598,3
"7141",2,4,1,14,4,"Natural Gas",2605,2
"7142",5,3,1,19,3,"Electricity",2987,3
"7143",1,3,1,7,5,"Natural Gas",651,3
"7144",0,2,NA,24,4,"Natural Gas",3125,2
"7145",0,1,NA,6,3,"Electricity",1376,2
"7146",1,4,1,12,2,"Natural Gas",2433,4
"7147",2,2,1,4,1,"Electricity",1011,2
"7148",1,2,1,12,2,"Electricity",1687,4
"7149",1,2,1,6,1,"Electricity",1456,2
"7150",3,7,1,24,3,"Natural Gas",4732,4
"7151",1,4,1,15,3,"Propane",3525,5
"7152",2,1,1,17,4,"Natural Gas",1059,2
"7153",1,3,1,17,5,"Natural Gas",1984,2
"7154",2,6,1,11,3,"Natural Gas",2149,8
"7155",1,2,1,10,2,"Natural Gas",2600,1
"7156",0,1,NA,9,1,"Electricity",2478,1
"7157",4,3,1,24,4,"Natural Gas",2850,2
"7158",2,1,1,10,4,"Natural Gas",918,2
"7159",2,1,1,5,2,"Electricity",1204,2
"7160",1,2,1,24,4,"Natural Gas",1804,3
"7161",1,1,1,8,1,"Natural Gas",1950,1
"7162",2,1,1,24,1,"Natural Gas",964,2
"7163",3,2,1,15,2,"Electricity",2376,1
"7164",1,4,1,24,2,"Natural Gas",4597,2
"7165",1,2,1,20,4,"Natural Gas",2704,2
"7166",0,2,NA,1,1,"Natural Gas",900,1
"7167",2,1,1,24,3,"Fuel Oil",6004,4
"7168",2,2,1,22,3,"Natural Gas",3100,3
"7169",2,1,1,15,3,"Natural Gas",3600,4
"7170",0,2,NA,5,4,"Electricity",720,5
"7171",7,1,1,24,3,"Natural Gas",1105,2
"7172",1,2,1,10,1,"Natural Gas",1798,2
"7173",0,2,NA,2,2,"Natural Gas",1680,1
"7174",2,3,1,12,3,"Fuel Oil",2625,2
"7175",1,3,1,19,3,"Electricity",2706,3
"7176",0,5,NA,4,5,"Electricity",1612,1
"7177",6,2,1,22,2,"Electricity",1581,1
"7178",1,3,1,11,1,"Natural Gas",2250,2
"7179",0,1,NA,6,2,"Electricity",590,1
"7180",1,4,1,12,3,"Natural Gas",1288,3
"7181",1,2,1,13,2,"Natural Gas",490,2
"7182",0,4,NA,12,5,"Electricity",2292,2
"7183",1,2,1,19,3,"Natural Gas",2450,2
"7184",0,1,NA,12,3,"Electricity",1806,2
"7185",1,3,1,13,5,"Electricity",2000,2
"7186",1,3,1,12,2,"Natural Gas",704,4
"7187",1,1,1,10,1,"Electricity",540,1
"7188",0,1,NA,10,2,"Natural Gas",2162,2
"7189",3,1,1,22,2,"Electricity",3127,2
"7190",4,8,1,9,5,"Electricity",4739,3
"7191",1,4,1,8,2,"Natural Gas",1066,5
"7192",2,0,1,11,NA,"Electricity",2370,5
"7193",1,2,1,21,3,"Natural Gas",3037,4
"7194",0,3,NA,10,4,"Electricity",865,3
"7195",0,1,NA,9,5,"Natural Gas",2160,1
"7196",1,4,1,14,2,"Electricity",2790,4
"7197",1,2,1,8,5,"Natural Gas",1411,3
"7198",0,2,NA,2,3,"Electricity",2310,1
"7199",2,5,1,14,4,"Natural Gas",1872,4
"7200",0,2,NA,12,4,"Electricity",1794,2
"7201",3,3,1,24,3,"Natural Gas",5880,3
"7202",2,2,1,8,3,"Fuel Oil",2420,2
"7203",0,1,NA,1,4,"Natural Gas",866,2
"7204",1,2,1,5,2,"Natural Gas",750,1
"7205",3,4,1,10,4,"Natural Gas",1779,3
"7206",0,2,NA,8,4,"Electricity",2072,1
"7207",1,4,1,18,4,"Natural Gas",2830,4
"7208",0,2,NA,5,2,"Electricity",986,1
"7209",1,2,1,5,4,"Natural Gas",1728,2
"7210",0,1,NA,5,3,"Electricity",1583,1
"7211",2,3,1,10,3,"Natural Gas",1594,3
"7212",1,1,1,6,5,"Natural Gas",656,1
"7213",2,4,1,7,5,"Natural Gas",2389,5
"7214",2,2,0,15,4,"Electricity",1092,2
"7215",2,3,1,23,4,"Electricity",1531,2
"7216",1,2,1,1,3,"Electricity",1528,2
"7217",1,2,1,12,4,"Electricity",4007,1
"7218",1,4,1,10,3,"Natural Gas",2792,4
"7219",1,2,1,15,2,"Natural Gas",592,2
"7220",1,3,1,10,3,"Electricity",2970,3
"7221",0,2,NA,5,5,"Electricity",2200,2
"7222",0,2,NA,9,3,"Natural Gas",600,2
"7223",1,5,0,10,3,"Electricity",2533,3
"7224",0,1,NA,7,3,"Natural Gas",552,3
"7225",3,2,1,22,2,"Natural Gas",5022,5
"7226",2,2,1,18,2,"Natural Gas",2280,2
"7227",2,4,1,10,3,"Electricity",1664,2
"7228",2,3,1,24,3,"Natural Gas",3824,5
"7229",1,1,1,24,3,"Natural Gas",778,2
"7230",2,1,1,15,2,"Propane",1586,2
"7231",1,2,1,13,1,"Natural Gas",695,1
"7232",1,3,1,17,2,"Natural Gas",4386,5
"7233",2,4,1,6,3,"Natural Gas",1568,2
"7234",2,1,1,24,2,"Natural Gas",600,1
"7235",1,3,1,17,5,"Natural Gas",1080,3
